model_id,family,code_license,weights_license,dataset_risk,gated,local_token_required,user_license_required,can_auto_download,can_ship_weights,default_safe,commercial_safe,production_allowed,is_local,final_policy,hf_repo,warning_text,exact_next_command,notes
edge-sam,efficient-sam,NTU S-Lab License 1.0,NTU S-Lab License 1.0 (non-commercial),high,False,False,True,False,False,False,False,False,True,noncommercial_restricted,,"WARNING: This model is non-commercial/restricted. Do not use it for paid SaaS, client work, production annotation, or commercial products unless you have written permission from the model owner.",visionservex model license edge-sam  # non-commercial; research-only,Authors' own license is non-commercial. Commercial only via NTUitive.
locate-anything-3b,vlm-grounding,NVIDIA License,NVIDIA License (non-commercial),high,True,True,True,False,False,False,False,False,True,noncommercial_restricted,nvidia/LocateAnything-3B,"WARNING: This model is non-commercial/restricted. Do not use it for paid SaaS, client work, production annotation, or commercial products unless you have written permission from the model owner.",visionservex model license locate-anything-3b  # non-commercial; research-only,Combined weights explicitly non-commercial. BYOT/local-cache only.
describe-anything-3b,vlm-grounding,NVIDIA License,NVIDIA License (non-commercial),high,True,True,True,False,False,False,False,False,True,noncommercial_restricted,nvidia/DAM-3B,"WARNING: This model is non-commercial/restricted. Do not use it for paid SaaS, client work, production annotation, or commercial products unless you have written permission from the model owner.",visionservex model license describe-anything-3b  # non-commercial; research-only,NVIDIA Describe Anything Model (DAM): non-commercial research license.
medsam2,sam,Apache-2.0 (code),non-commercial (medical dataset provenance),high,False,False,True,False,False,False,False,False,True,noncommercial_restricted,,"WARNING: This model is non-commercial/restricted. Do not use it for paid SaaS, client work, production annotation, or commercial products unless you have written permission from the model owner.",visionservex model license medsam2  # non-commercial; research-only,Code Apache-2.0 but weights trained on medical datasets with non-commercial / research-only terms. Sidecar; research-only.
depth-anything-v2-large,depth-anything,Apache-2.0 (code),CC-BY-NC-4.0,high,False,False,True,False,False,False,False,False,True,noncommercial_restricted,depth-anything/Depth-Anything-V2-Large,"WARNING: This model is non-commercial/restricted. Do not use it for paid SaaS, client work, production annotation, or commercial products unless you have written permission from the model owner.",visionservex model license depth-anything-v2-large  # non-commercial; research-only,Larger Depth-Anything V2 weights are CC-BY-NC-4.0 (non-commercial). Only the *small* V2 checkpoint is Apache-2.0 (-> commercial_safe_core).
simpleclick,interactive-seg,MIT (code),encumbered (MAE CC-BY-NC backbone),high,False,False,True,False,False,False,False,False,True,noncommercial_restricted,,"WARNING: This model is non-commercial/restricted. Do not use it for paid SaaS, client work, production annotation, or commercial products unless you have written permission from the model owner.",visionservex model license simpleclick  # non-commercial; research-only,MIT code but all backbones use Meta MAE (CC-BY-NC). Published weights effectively non-commercial. Retrain remediation possible.
focalclick,interactive-seg,MIT (code),"encumbered (NVIDIA SegFormer backbone, non-commercial)",high,False,False,True,False,False,False,False,False,True,noncommercial_restricted,,"WARNING: This model is non-commercial/restricted. Do not use it for paid SaaS, client work, production annotation, or commercial products unless you have written permission from the model owner.",visionservex model license focalclick  # non-commercial; research-only,SegFormer backbone is NVIDIA non-commercial. Published SegFormer variant weights need NVIDIA commercial licensing.
fastsam-s,fastsam,Apache-2.0 (CASIA repo),AGPL-3.0 coupling (ultralytics YOLOv8-seg dependency),medium,False,False,True,False,False,False,False,False,True,enterprise_license_required,,WARNING: This model requires an enterprise/commercial license or has AGPL/copyleft obligations. It is disabled in VisionServeX commercial-safe core.,visionservex model license fastsam-s  # enterprise/AGPL license required,FastSAM is a YOLOv8-seg model with an ultralytics AGPL-3.0 runtime dependency + 2% SA-1B subset. Inconsistent to ship as core while yolov8-seg is excluded. Enterprise/AGPL review required.
fastsam-x,fastsam,Apache-2.0 (CASIA repo),AGPL-3.0 coupling (ultralytics YOLOv8x-seg dependency),medium,False,False,True,False,False,False,False,False,True,enterprise_license_required,,WARNING: This model requires an enterprise/commercial license or has AGPL/copyleft obligations. It is disabled in VisionServeX commercial-safe core.,visionservex model license fastsam-x  # enterprise/AGPL license required,
yolov8-seg,ultralytics,AGPL-3.0,AGPL-3.0,medium,False,False,True,False,False,False,False,False,True,enterprise_license_required,,WARNING: This model requires an enterprise/commercial license or has AGPL/copyleft obligations. It is disabled in VisionServeX commercial-safe core.,visionservex model license yolov8-seg  # enterprise/AGPL license required,AGPL-3.0 copyleft; commercial needs Ultralytics Enterprise License.
yolo11-seg,ultralytics,AGPL-3.0,AGPL-3.0,medium,False,False,True,False,False,False,False,False,True,enterprise_license_required,,WARNING: This model requires an enterprise/commercial license or has AGPL/copyleft obligations. It is disabled in VisionServeX commercial-safe core.,visionservex model license yolo11-seg  # enterprise/AGPL license required,AGPL-3.0 copyleft; commercial needs Ultralytics Enterprise License.
hq-sam,sam-hq,Apache-2.0 (code),Apache-2.0 weights / HQSeg-44K dataset partly NC,high,False,False,True,False,False,False,False,False,True,legal_review_required,,License/provenance is unclear. Legal review required before commercial use.,visionservex legal review hq-sam,HQSeg-44K includes ThinObject-5K (CC-BY-NC) + DIS5K (NC ToU). Dataset-to-weights inheritance unsettled.
light-hq-sam,sam-hq,Apache-2.0 (code),Apache-2.0 weights / HQSeg-44K dataset partly NC,high,False,False,True,False,False,False,False,False,True,legal_review_required,,License/provenance is unclear. Legal review required before commercial use.,visionservex legal review light-hq-sam,TinyViT backbone; same HQSeg-44K dataset concern as hq-sam.
sam-hq2,sam-hq,Apache-2.0 (code),Apache-2.0 weights / HQSeg-44K dataset partly NC,high,False,False,True,False,False,False,False,False,True,legal_review_required,,License/provenance is unclear. Legal review required before commercial use.,visionservex legal review sam-hq2,HQ-SAM-2 (image+video). 'hq-sam2' is an alias of this canonical id.
tinysam,efficient-sam,Apache-2.0,Apache-2.0,medium,False,False,True,False,False,False,False,False,True,legal_review_required,,License/provenance is unclear. Legal review required before commercial use.,visionservex legal review tinysam,Apache-2.0 weights; SA-1B research-only subset behind distillation. Held at legal_review per v3.8 conservative known-state.
q-tinysam,efficient-sam,Apache-2.0,Apache-2.0,medium,False,False,True,False,False,False,False,False,True,legal_review_required,,License/provenance is unclear. Legal review required before commercial use.,visionservex legal review q-tinysam,W8A8-quantized TinySAM; same SA-1B provenance question.
clickseg,interactive-seg,MIT (code),mixed (CDNet/HRNet permissive; FocalClick/SegFormer NC),high,False,False,True,False,False,False,False,False,True,legal_review_required,,License/provenance is unclear. Legal review required before commercial use.,visionservex legal review clickseg,Mixed repo: CDNet/HRNet variant potentially usable; the FocalClick/SegFormer variant inherits NVIDIA non-commercial. Scope review to checkpoint.
oneformer,oneformer,MIT (code),MIT weights / training-data review,high,False,False,True,False,False,False,False,False,True,legal_review_required,,License/provenance is unclear. Legal review required before commercial use.,visionservex legal review oneformer,Code MIT; some checkpoints trained on datasets needing provenance review.
internimage,internimage,MIT (code),MIT weights / DCNv3 + dataset review,high,False,False,True,False,False,False,False,False,True,legal_review_required,,License/provenance is unclear. Legal review required before commercial use.,visionservex legal review internimage,Code MIT; large-scale pretraining provenance + DCNv3 custom-op review.
medsam,sam,Apache-2.0 (code),Apache-2.0 weights / medical dataset provenance,high,False,False,True,False,False,False,False,False,True,legal_review_required,,License/provenance is unclear. Legal review required before commercial use.,visionservex legal review medsam,MedSAM v1 code Apache-2.0; medical training-data provenance review before commercial clinical use.
rfdetr-seg-xl,rf-detr,Apache-2.0 (per v3.7 research),Apache-2.0 (seg) — verify not PML-1.0 detection-XL,low,False,False,True,False,False,False,False,False,True,legal_review_required,,License/provenance is unclear. Legal review required before commercial use.,visionservex legal review rfdetr-seg-xl,CONTESTED: v3.7 adversarial research found seg-XL is Apache-2.0 and does NOT need rfdetr_plus (unlike detection-XL PML-1.0). v3.8 known-state asks to verify current terms. Held at legal_review until current Roboflow terms confirm.
rfdetr-seg-2xl,rf-detr,Apache-2.0 (per v3.7 research),Apache-2.0 (seg) — verify not PML-1.0 detection-2XL,low,False,False,True,False,False,False,False,False,True,legal_review_required,,License/provenance is unclear. Legal review required before commercial use.,visionservex legal review rfdetr-seg-2xl,CONTESTED: same as rfdetr-seg-xl. Held at legal_review pending current terms.
grounding-dino-2,grounding-dino,unknown,unknown,unknown,False,False,False,False,False,False,False,False,True,not_released_or_unverifiable,,"This model is not released, not found at an official source, or its provenance could not be verified. It cannot be run or shipped.",visionservex model status grounding-dino-2 --explain,No official source found (GitHub/HF/arXiv/DeepDataSpace) as of audit.
